ship_type,route_type,distance_nm,speed_knots,draft_m,cargo_weight_tonnes,weather_impact_index,fuel_consumption_tonnes,co2_emissions_tonnes
Bulk Carrier,Asia-Europe,7049.22,15.35,10.98,67734.41,0.4,271589.41,845729.42
General Cargo,Trans-Pacific,5870.71,10.03,6.23,12402.17,0.2,36020.6,112168.15
Bulk Carrier,Intra-Asia,1730.84,14.79,9.75,47387.02,0.4,48823.34,152035.87
Bulk Carrier,North Atlantic,5446.64,13.78,10.59,60752.01,0.0,140585.53,437783.33
General Cargo,Intra-Asia,11318.63,13.74,8.01,26291.11,0.0,203136.14,632565.93
Bulk Carrier,Asia-Europe,1273.77,11.52,12.28,94793.42,0.0,30878.59,96155.94
General Cargo,Intra-Asia,3457.25,12.88,7.68,23196.29,0.4,56172.94,174922.53
General Cargo,North Atlantic,1598.93,11.83,6.67,15189.35,0.6,17403.16,54193.45
Oil Tanker,Trans-Pacific,1735.68,13.38,13.14,116281.01,0.0,61748.51,192284.85
Bulk Carrier,Indian Ocean,11992.53,14.92,9.91,49884.48,0.0,317940.09,990065.43
Container Ship,Intra-Asia,6283.07,22.99,14.49,155853.84,0.4,867990.55,2702922.58
General Cargo,Indian Ocean,3943.37,10.65,8.47,31144.48,0.0,47614.3,148270.93
General Cargo,North Atlantic,1516.57,11.51,8.14,27582.94,0.0,19718.22,61402.55
Ro-Ro Cargo,Asia-Europe,11841.03,15.0,8.3,29317.15,0.4,274316.68,854222.13
Bulk Carrier,Trans-Pacific,1884.35,10.34,8.43,30726.59,0.2,18416.05,57347.59
Bulk Carrier,North Atlantic,1226.61,12.9,10.14,53365.9,0.2,26955.78,83940.31
Container Ship,North Atlantic,1969.84,18.0,13.65,130341.7,0.2,140152.35,436434.43
General Cargo,Indian Ocean,10377.72,12.54,5.57,8825.68,0.0,74878.86,233172.78
Bulk Carrier,Trans-Pacific,8721.96,14.88,12.89,109538.08,0.0,388739.92,1210536.1
Bulk Carrier,Intra-Asia,831.21,13.76,9.12,38823.91,0.2,16816.17,52365.54
Oil Tanker,Trans-Pacific,2486.7,12.38,13.48,125532.81,0.2,84447.0,262967.95
Container Ship,North Atlantic,8749.79,14.31,14.47,155090.11,0.2,441676.49,1375380.58
Oil Tanker,Trans-Pacific,7245.92,11.08,8.71,33792.75,0.0,77508.21,241360.57
Bulk Carrier,Asia-Europe,2173.45,14.48,12.33,96052.24,0.6,99125.21,308675.92
Bulk Carrier,Asia-Europe,5562.07,12.11,9.29,41076.87,0.0,85371.39,265846.5
Bulk Carrier,Asia-Europe,835.45,14.43,11.67,81372.71,0.2,30455.23,94837.58
Oil Tanker,Asia-Europe,10984.87,11.22,15.14,177838.0,0.4,408514.88,1272115.33
Bulk Carrier,Trans-Pacific,3846.49,10.78,10.9,66384.38,0.6,76076.92,236903.53
Bulk Carrier,Intra-Asia,6162.22,13.52,12.2,92995.13,0.0,203172.06,632677.8
Bulk Carrier,North Atlantic,11451.04,12.01,12.97,111824.85,0.2,357386.49,1112901.52
Oil Tanker,Asia-Europe,1640.18,12.5,10.48,58911.17,0.2,34304.01,106822.69
Bulk Carrier,Intra-Asia,2392.51,11.32,12.45,98686.56,0.0,57583.92,179316.32
Bulk Carrier,North Atlantic,6448.63,12.51,12.17,92200.49,0.0,181168.57,564158.93
Container Ship,North Atlantic,4024.09,17.16,13.49,125787.81,0.8,297188.82,925446.0
Oil Tanker,Intra-Asia,11687.71,12.92,12.17,92202.76,0.0,331856.47,1033401.04
Bulk Carrier,North Atlantic,783.7,13.05,8.69,33643.92,0.0,12236.95,38105.86
Ro-Ro Cargo,Indian Ocean,10224.88,18.8,9.78,47871.8,0.2,488547.89,1521338.11
Bulk Carrier,North Atlantic,1691.82,12.2,13.01,112806.2,0.4,57850.97,180147.93
Bulk Carrier,Intra-Asia,10368.6,15.99,9.91,49810.26,0.0,315413.0,982196.08
Oil Tanker,Trans-Pacific,862.4,13.97,14.84,167223.55,0.0,42574.4,132576.68
Bulk Carrier,Trans-Pacific,9825.75,14.62,10.51,59397.61,0.0,281002.6,875042.09
Oil Tanker,North Atlantic,6064.59,14.09,13.15,116544.25,0.6,282468.22,879606.04
Bulk Carrier,Intra-Asia,9600.07,14.95,13.05,113903.36,0.0,443404.87,1380762.75
Container Ship,Asia-Europe,7025.6,14.19,14.4,152905.15,0.0,326183.72,1015736.1
General Cargo,Asia-Europe,6280.25,12.15,8.51,31588.64,0.0,99472.95,309758.76
Oil Tanker,Intra-Asia,9960.56,13.66,16.4,225911.51,0.0,575023.7,1790623.82
General Cargo,Trans-Pacific,1330.45,12.0,7.19,19029.51,0.2,15541.87,48397.38
Container Ship,North Atlantic,2217.89,17.82,13.71,131817.86,0.2,155880.35,485411.41
General Cargo,Indian Ocean,2307.84,12.45,8.27,28937.47,0.8,44939.57,139941.81
General Cargo,Indian Ocean,860.44,11.06,7.55,22038.34,0.0,8897.2,27705.89
General Cargo,Trans-Pacific,8952.8,10.83,8.41,30426.09,0.6,129658.7,403757.18
Ro-Ro Cargo,Asia-Europe,5306.82,14.54,8.68,33479.92,0.6,132924.32,413926.35
Ro-Ro Cargo,North Atlantic,1663.4,18.32,7.33,20124.88,0.2,42338.43,131841.89
Bulk Carrier,Trans-Pacific,3652.89,10.58,12.11,90888.46,0.0,72660.75,226265.59
Bulk Carrier,North Atlantic,7326.12,15.2,8.91,36172.97,0.0,162739.19,506769.83
Bulk Carrier,Asia-Europe,1716.66,14.55,12.12,91233.4,0.2,68660.92,213810.12
General Cargo,Indian Ocean,11428.21,12.05,8.41,30467.91,0.2,184485.84,574488.9
Oil Tanker,Asia-Europe,9762.86,12.36,15.69,197747.21,0.0,422273.12,1314958.5
Bulk Carrier,North Atlantic,8849.71,15.61,11.63,80438.62,0.6,416682.83,1297550.35
General Cargo,North Atlantic,11750.8,12.23,7.39,20666.29,0.4,159274.54,495980.91
Oil Tanker,North Atlantic,5644.53,11.68,15.59,193913.11,0.0,215135.7,669932.58
Bulk Carrier,North Atlantic,3932.67,10.49,10.04,51874.74,0.2,56111.52,174731.28
Ro-Ro Cargo,Asia-Europe,6221.44,15.11,7.86,24899.59,0.0,117069.88,364555.6
Bulk Carrier,Asia-Europe,3231.94,13.98,8.49,31355.75,0.0,55247.93,172042.05
Container Ship,Asia-Europe,7209.4,23.0,14.42,153436.84,0.0,881193.61,2744036.9
Bulk Carrier,Intra-Asia,8810.86,12.12,12.82,107942.21,0.0,257733.81,802583.07
Bulk Carrier,Intra-Asia,3195.26,13.12,9.9,49682.59,0.0,65297.1,203335.16
Oil Tanker,Trans-Pacific,6765.48,14.69,12.91,110261.94,0.0,279970.88,871829.31
Container Ship,North Atlantic,3548.04,23.87,13.25,119068.22,0.2,417916.68,1301392.54
General Cargo,Indian Ocean,10127.36,11.53,5.92,10641.77,0.6,82634.86,257324.97
Oil Tanker,Trans-Pacific,4823.67,12.14,10.74,63462.97,0.4,105581.42,328780.55
Oil Tanker,Trans-Pacific,1676.82,11.07,9.8,48116.59,0.0,22669.66,70593.33
Oil Tanker,Intra-Asia,4659.16,12.87,15.72,198779.79,0.0,218965.88,681859.73
Oil Tanker,North Atlantic,6391.0,11.67,15.61,194897.29,0.0,244005.11,759831.92
Container Ship,Indian Ocean,6712.5,18.96,14.42,153542.43,0.0,557397.48,1735735.75
Oil Tanker,Intra-Asia,8818.3,13.97,9.11,38753.92,0.0,164374.42,511861.94
Ro-Ro Cargo,Indian Ocean,8894.12,14.1,9.62,45541.57,0.6,257130.01,800702.85
Container Ship,North Atlantic,7969.74,18.8,10.8,64566.33,0.0,365252.06,1137394.91
Container Ship,North Atlantic,6387.29,22.04,9.69,46541.11,0.2,342826.2,1067560.79
Ro-Ro Cargo,Asia-Europe,4166.4,15.19,7.48,21466.04,0.2,76071.45,236886.49
Ro-Ro Cargo,North Atlantic,680.5,15.45,8.22,28464.51,0.0,14636.76,45578.88
Bulk Carrier,North Atlantic,2788.63,10.61,8.63,32881.6,0.8,35093.1,109279.93
Container Ship,Intra-Asia,11483.23,13.12,14.32,150475.38,0.2,477928.83,1488270.38
Bulk Carrier,North Atlantic,9323.71,11.58,11.31,74084.33,0.6,228615.78,711909.53
Bulk Carrier,Intra-Asia,8340.53,14.73,10.2,54293.13,0.6,269294.26,838582.32
Ro-Ro Cargo,Trans-Pacific,9736.46,18.64,8.1,27222.71,0.0,295938.45,921552.32
Container Ship,Indian Ocean,5173.81,16.34,13.77,133668.73,0.4,325906.04,1014871.4
General Cargo,Indian Ocean,9477.84,13.94,5.97,10912.93,0.0,97411.81,303340.39
General Cargo,Indian Ocean,4855.09,10.7,7.46,21298.38,0.4,51376.82,159987.42
Oil Tanker,Trans-Pacific,8157.05,12.56,13.26,119252.15,0.0,260005.61,809657.47
Bulk Carrier,Intra-Asia,5274.29,13.0,12.25,94004.25,0.0,162043.49,504603.44
Bulk Carrier,North Atlantic,6903.64,10.55,7.88,25012.96,0.6,68153.69,212230.6
Bulk Carrier,Asia-Europe,7625.2,13.3,10.68,62431.67,0.2,197779.61,615885.7
Bulk Carrier,Trans-Pacific,2691.62,13.12,11.07,69407.1,0.0,68768.94,214146.49
Ro-Ro Cargo,Trans-Pacific,3985.26,14.58,9.75,47405.49,0.2,113808.69,354400.27
Container Ship,Intra-Asia,10108.71,17.43,13.27,119730.85,0.8,745726.01,2322190.8
Ro-Ro Cargo,North Atlantic,6723.84,19.1,8.84,35417.37,0.4,286413.85,891892.72
Container Ship,Asia-Europe,7041.35,14.49,13.49,125632.88,0.6,352638.04,1098114.87
Bulk Carrier,Intra-Asia,4978.5,10.86,10.96,67412.65,0.8,105952.34,329935.58
Ro-Ro Cargo,Trans-Pacific,8228.6,15.76,9.08,38346.82,0.4,251799.03,784102.19
Oil Tanker,Intra-Asia,7758.66,11.09,15.16,178265.56,0.0,251813.15,784146.14
Oil Tanker,Asia-Europe,7412.55,12.45,8.79,34810.84,0.4,114394.05,356223.07
Ro-Ro Cargo,Intra-Asia,4435.14,15.9,9.16,39309.52,0.0,125330.38,390278.79
General Cargo,Intra-Asia,8377.57,10.34,6.72,15549.54,0.4,67116.15,208999.69
Container Ship,Asia-Europe,5586.86,17.12,9.87,49206.81,0.2,187722.93,584569.21
Oil Tanker,Indian Ocean,3231.09,14.49,15.03,173980.65,0.8,218423.63,680171.19
General Cargo,Indian Ocean,2434.72,12.98,6.47,13834.99,0.0,25396.11,79083.5
General Cargo,North Atlantic,7920.23,10.99,6.62,14870.72,0.2,65881.73,205155.72
Ro-Ro Cargo,Trans-Pacific,5262.51,19.21,9.39,42407.96,0.2,242052.03,753750.01
General Cargo,Trans-Pacific,616.32,10.7,8.55,31984.07,0.0,7641.02,23794.15
Bulk Carrier,Indian Ocean,11367.7,12.75,11.4,75893.06,0.2,308636.26,961093.31
Container Ship,Indian Ocean,5902.75,14.88,12.33,95887.07,0.0,220723.91,687334.27
Ro-Ro Cargo,Indian Ocean,6292.77,14.99,8.12,27416.66,0.4,139159.05,433341.28
General Cargo,Intra-Asia,10990.39,13.74,6.8,16120.83,0.0,142307.09,443144.27
General Cargo,Intra-Asia,1117.52,13.79,7.54,21954.89,0.0,17905.54,55757.86
Ro-Ro Cargo,North Atlantic,10758.68,17.87,9.06,38085.47,0.4,421371.11,1312149.65
General Cargo,Indian Ocean,5408.09,13.33,6.55,14386.59,0.2,64765.71,201680.42
Oil Tanker,North Atlantic,5593.94,11.56,14.74,163820.85,0.2,197835.89,616060.97
Ro-Ro Cargo,Indian Ocean,10648.07,18.11,9.47,43422.4,0.0,416979.77,1298475.01
Container Ship,Intra-Asia,771.31,18.27,13.26,119240.3,0.0,50274.81,156555.76
Container Ship,Asia-Europe,2860.03,14.5,13.63,129772.68,0.0,124193.76,386739.36
Bulk Carrier,Trans-Pacific,8955.39,14.65,12.87,109048.52,0.4,431914.93,1344983.09
Ro-Ro Cargo,Intra-Asia,3516.15,14.35,8.45,30888.88,0.0,68922.97,214626.12
Bulk Carrier,North Atlantic,6168.31,14.71,10.61,61175.62,0.0,182081.47,567001.71
Bulk Carrier,Intra-Asia,9408.51,13.09,12.85,108636.99,0.2,342084.62,1065251.51
Container Ship,North Atlantic,8641.32,22.49,14.45,154530.73,0.4,1135966.49,3537399.65
Ro-Ro Cargo,Asia-Europe,6700.73,17.57,6.93,17039.57,0.8,164273.39,511547.34
Oil Tanker,Asia-Europe,11963.77,14.36,14.2,146751.1,0.0,572528.36,1782853.31
General Cargo,Indian Ocean,4493.82,10.16,7.02,17737.15,0.0,33926.96,105648.56
Container Ship,North Atlantic,8576.74,17.84,14.43,153783.82,0.6,745122.58,2320311.73
Oil Tanker,North Atlantic,8852.49,14.79,11.9,86370.64,0.0,315259.53,981718.19
Oil Tanker,Indian Ocean,9168.33,13.6,14.17,145789.1,0.2,415061.74,1292502.25
General Cargo,Trans-Pacific,4637.58,12.52,7.92,25461.51,0.0,67593.29,210485.49
Ro-Ro Cargo,Trans-Pacific,8719.01,16.55,8.2,28275.49,0.2,227092.71,707166.71
Container Ship,Trans-Pacific,10750.11,17.32,11.92,86640.97,0.0,509084.55,1585289.28
Container Ship,Asia-Europe,11808.95,19.29,14.48,155554.96,0.4,1147345.63,3572834.3
Ro-Ro Cargo,North Atlantic,6935.59,15.72,8.98,37068.79,0.0,184269.29,573814.58
Bulk Carrier,North Atlantic,10552.25,11.24,13.01,112624.2,0.0,273309.18,851084.79
General Cargo,North Atlantic,8862.37,13.38,6.43,13589.64,0.8,120399.47,374923.94
Bulk Carrier,Intra-Asia,9614.21,11.27,9.63,45663.8,0.0,137162.76,427124.84
General Cargo,Intra-Asia,10105.31,10.1,8.55,31965.46,0.0,111540.59,347337.38
General Cargo,Asia-Europe,11151.22,13.61,7.47,21310.89,0.0,170503.83,530948.92
Oil Tanker,Trans-Pacific,5789.33,14.55,14.95,171217.61,0.2,334075.35,1040310.64
Container Ship,Asia-Europe,6468.75,16.04,12.79,107074.39,0.8,374835.99,1167239.27
Container Ship,Intra-Asia,5583.76,13.73,12.51,100334.01,0.0,183238.07,570603.35
General Cargo,North Atlantic,9251.57,10.03,7.55,22055.7,0.4,88154.32,274512.56
Container Ship,Intra-Asia,11484.51,21.06,9.67,46352.31,0.0,529607.87,1649198.92
Container Ship,Intra-Asia,2684.23,20.12,12.0,88403.72,0.4,194573.46,605901.76
General Cargo,Asia-Europe,9096.4,11.36,7.74,23744.03,0.2,110535.74,344208.29
Ro-Ro Cargo,Intra-Asia,9994.44,19.85,8.92,36378.29,0.0,418028.56,1301740.94
Ro-Ro Cargo,Indian Ocean,8114.29,17.02,9.62,45618.66,0.6,342360.12,1066109.43
Bulk Carrier,Trans-Pacific,5913.06,12.46,11.99,88238.8,0.0,159998.03,498233.87
General Cargo,Asia-Europe,3969.12,11.82,8.08,26972.33,0.0,53548.97,166751.5
Oil Tanker,Asia-Europe,3397.98,11.47,12.01,88641.6,0.6,87422.39,272233.32
Container Ship,Trans-Pacific,2941.19,23.33,12.75,106082.86,0.2,306524.82,954518.3
Bulk Carrier,North Atlantic,10845.41,14.91,9.84,48805.69,0.4,317095.25,987434.61
Bulk Carrier,Asia-Europe,8237.5,10.34,11.71,82122.67,0.2,155131.3,483078.88
Container Ship,Intra-Asia,8842.88,18.02,11.82,84552.51,0.0,445776.82,1388149.02
Oil Tanker,North Atlantic,2474.3,14.27,14.13,144492.03,0.4,129595.84,403561.46
Ro-Ro Cargo,Asia-Europe,5238.2,18.2,8.71,33787.87,0.0,175302.96,545893.42
General Cargo,Intra-Asia,4386.99,12.56,7.38,20592.14,0.6,65892.87,205190.39
Container Ship,North Atlantic,3107.44,20.13,12.02,88849.21,0.2,214208.77,667046.1
Oil Tanker,Trans-Pacific,10806.95,14.59,13.19,117404.53,0.2,487683.65,1518646.88
Bulk Carrier,Indian Ocean,4187.13,15.19,8.6,32522.23,0.0,86533.28,269464.62
Bulk Carrier,Asia-Europe,1254.16,10.9,11.31,74032.68,0.4,25860.22,80528.73
Bulk Carrier,Intra-Asia,4962.67,14.85,10.45,58464.07,0.4,162313.23,505443.41
Ro-Ro Cargo,Asia-Europe,2247.77,18.47,8.04,26624.02,0.0,66090.12,205804.63
Ro-Ro Cargo,Intra-Asia,2014.66,14.38,7.76,23883.14,0.6,39420.81,122756.42
Bulk Carrier,North Atlantic,10571.27,11.57,8.19,28169.6,0.4,128907.31,401417.36
Oil Tanker,Intra-Asia,5110.14,13.12,13.97,139537.31,0.0,197218.97,614139.87
Oil Tanker,Trans-Pacific,9734.93,14.2,11.37,75220.42,0.0,291413.75,907462.41
Bulk Carrier,Trans-Pacific,4588.59,13.97,12.29,95124.79,0.4,183762.88,572237.61
Container Ship,Trans-Pacific,4857.99,20.94,12.85,108545.55,0.0,390775.26,1216874.15
Container Ship,Intra-Asia,3312.22,15.21,13.84,135818.11,0.0,163066.04,507787.63
Ro-Ro Cargo,Asia-Europe,3010.14,16.63,8.54,31942.36,0.0,81061.2,252424.56
Oil Tanker,North Atlantic,5888.92,11.97,15.17,178714.13,0.2,236737.46,737200.46
General Cargo,Intra-Asia,904.31,12.98,8.31,29332.52,0.2,16511.35,51416.35
General Cargo,Asia-Europe,5785.78,13.23,8.47,31077.05,0.0,107537.89,334873.0
Bulk Carrier,Trans-Pacific,6976.39,10.97,10.37,57081.27,0.6,129012.08,401743.62
General Cargo,Indian Ocean,2467.49,13.75,6.45,13715.0,0.0,28735.14,89481.23
Oil Tanker,Indian Ocean,11937.49,12.91,16.04,211263.52,0.2,623471.72,1941490.94
Oil Tanker,Indian Ocean,6915.61,12.15,13.17,116842.0,0.0,203386.43,633345.35
Container Ship,Intra-Asia,11024.42,14.13,10.61,61069.57,0.0,275091.38,856634.57
Container Ship,Intra-Asia,1241.76,19.22,12.97,111782.5,0.8,106384.66,331281.82
Bulk Carrier,Intra-Asia,10634.92,11.39,13.19,117608.37,0.0,291334.32,907215.06
Ro-Ro Cargo,Trans-Pacific,7439.15,14.3,9.35,41813.95,0.4,198458.71,618000.44
General Cargo,Intra-Asia,1129.57,13.96,7.17,18881.99,0.0,16764.29,52204.0
Container Ship,Trans-Pacific,5100.34,15.29,12.98,111865.97,0.4,249943.63,778324.47
Ro-Ro Cargo,Indian Ocean,5218.37,17.39,9.48,43580.17,0.0,188887.74,588196.42
Container Ship,Intra-Asia,3487.64,20.26,10.1,52786.15,0.0,162335.44,505512.56
Oil Tanker,North Atlantic,7167.76,11.39,10.7,62796.43,0.2,129923.9,404583.04
General Cargo,Intra-Asia,9003.96,13.2,7.11,18398.02,0.0,117452.95,365748.48
General Cargo,Indian Ocean,1098.83,13.1,6.73,15595.25,0.0,12639.18,39358.39
Container Ship,North Atlantic,6657.91,12.66,12.54,101042.07,0.6,220004.27,685093.29
Container Ship,Trans-Pacific,11219.48,21.6,13.89,137131.3,0.4,1256533.29,3912844.67
Bulk Carrier,Trans-Pacific,1930.99,13.11,8.34,29752.81,0.8,34713.7,108098.45
General Cargo,North Atlantic,11254.32,11.29,6.97,17302.99,0.0,103161.57,321245.13
Oil Tanker,Trans-Pacific,7234.45,12.16,14.96,171452.91,0.2,291503.71,907742.55
Bulk Carrier,Indian Ocean,4306.41,13.09,12.31,95543.18,0.4,151761.03,472583.86
General Cargo,Asia-Europe,3107.72,10.29,7.59,22376.27,0.6,33108.41,103099.59
Oil Tanker,Asia-Europe,4260.58,11.08,15.6,194508.45,0.2,155093.13,482959.99
Oil Tanker,Trans-Pacific,10953.56,11.29,14.74,163849.01,0.8,431962.21,1345130.32
Bulk Carrier,Asia-Europe,5017.65,11.82,11.36,75106.58,0.0,109706.83,341627.06
Ro-Ro Cargo,Trans-Pacific,8927.64,16.57,7.82,24447.22,0.0,199541.71,621372.87
Oil Tanker,Indian Ocean,2697.71,11.77,13.37,122413.05,0.4,86043.84,267940.53
General Cargo,Trans-Pacific,4199.39,10.82,8.02,26413.6,0.0,46880.68,145986.45
Oil Tanker,North Atlantic,10182.81,11.43,16.42,226825.55,0.0,412114.13,1283323.41
General Cargo,Asia-Europe,10101.34,11.91,7.34,20256.39,0.4,128089.4,398870.39
Bulk Carrier,Intra-Asia,6587.99,14.81,8.82,35078.68,0.0,136106.87,423836.78
Oil Tanker,Asia-Europe,9272.75,13.52,16.02,210639.05,0.4,559865.54,1743421.28
Ro-Ro Cargo,Intra-Asia,6055.26,19.11,9.34,41661.25,0.0,256952.49,800150.06
Oil Tanker,Indian Ocean,4865.39,13.59,16.38,224816.87,0.4,310364.68,966475.6
Oil Tanker,North Atlantic,9840.07,11.4,14.07,142489.82,0.6,342901.65,1067795.75
General Cargo,Indian Ocean,6818.43,13.51,8.22,28412.28,0.2,132000.99,411051.07
Ro-Ro Cargo,Indian Ocean,10411.56,18.33,7.88,25017.33,0.2,306777.04,955303.7
Bulk Carrier,Intra-Asia,5964.46,15.69,8.92,36360.43,0.0,141590.36,440912.37
Bulk Carrier,Intra-Asia,9837.63,11.86,11.19,71803.06,0.6,247980.87,772212.43
Ro-Ro Cargo,North Atlantic,10645.7,15.74,7.1,18316.46,0.0,177266.03,552006.43
Bulk Carrier,Indian Ocean,1570.73,15.45,9.74,47322.75,0.0,43123.7,134287.2
Oil Tanker,Asia-Europe,11493.77,13.81,15.0,172878.54,0.2,601150.46,1871982.53
Oil Tanker,Asia-Europe,5351.04,14.48,16.41,226080.15,0.2,368059.7,1146137.91
General Cargo,Asia-Europe,2787.69,11.88,7.75,23851.27,0.2,37148.93,115681.77
Ro-Ro Cargo,Asia-Europe,10021.14,18.49,8.36,29953.5,0.4,357954.8,1114671.24
Oil Tanker,Trans-Pacific,11250.45,13.15,11.22,72378.78,0.4,315291.32,981817.17
Container Ship,Intra-Asia,5913.12,17.15,11.43,76384.98,0.0,252405.36,785990.28
Ro-Ro Cargo,Indian Ocean,8479.58,16.09,9.34,41670.5,0.0,255232.66,794794.49
Bulk Carrier,Asia-Europe,8616.23,12.73,10.71,62831.14,0.4,217402.33,676990.86
Oil Tanker,Intra-Asia,4740.08,12.57,14.91,169560.83,0.2,202678.71,631141.51
Oil Tanker,Asia-Europe,8272.77,11.41,15.9,205864.79,0.0,312755.33,973920.1
Bulk Carrier,Asia-Europe,8654.96,13.64,9.21,40009.37,0.0,165589.4,515645.39
General Cargo,Asia-Europe,9098.0,11.43,5.78,9884.87,0.2,62302.86,194011.1
Bulk Carrier,North Atlantic,7443.74,14.76,13.14,116120.85,0.0,339130.05,1056050.99
Ro-Ro Cargo,Trans-Pacific,2250.62,16.3,9.75,47498.3,0.2,80397.43,250357.61
Ro-Ro Cargo,Trans-Pacific,5625.89,17.52,8.79,34744.9,0.4,199156.27,620172.62
Ro-Ro Cargo,North Atlantic,3559.25,19.18,7.42,20917.89,0.2,101866.51,317212.31
Container Ship,Asia-Europe,4905.18,23.19,10.43,58073.31,0.4,357083.1,1111956.77
Container Ship,North Atlantic,10038.43,17.37,10.32,56259.34,0.0,358383.58,1116006.48
Container Ship,Asia-Europe,9730.55,13.44,12.45,98853.89,0.0,302677.0,942536.18
Bulk Carrier,Intra-Asia,6482.65,15.66,12.96,111439.13,0.2,343051.09,1068261.11
Oil Tanker,Indian Ocean,11131.68,11.97,13.01,112724.54,0.2,328832.55,1023984.57
Ro-Ro Cargo,Asia-Europe,9764.5,15.33,9.73,47134.77,0.0,289499.04,901500.01
Container Ship,Intra-Asia,3464.83,12.11,12.85,108531.18,0.0,93133.41,290017.44
Ro-Ro Cargo,Trans-Pacific,7286.47,14.2,7.93,25525.72,0.2,130517.5,406431.48
Container Ship,Indian Ocean,9194.05,17.78,14.6,159351.3,0.0,688713.93,2144655.19
Bulk Carrier,Asia-Europe,1002.1,15.01,11.65,80878.37,0.0,37135.75,115640.73
Ro-Ro Cargo,Trans-Pacific,7554.12,19.75,7.6,22444.77,0.0,226813.72,706297.91
Container Ship,North Atlantic,5283.01,22.58,11.07,69369.41,0.4,410348.75,1277826.01
Bulk Carrier,Asia-Europe,9558.28,10.95,12.07,90086.52,0.0,202490.26,630554.67
Bulk Carrier,North Atlantic,9388.13,10.68,12.13,91297.08,0.0,190850.99,594310.0
Bulk Carrier,Trans-Pacific,1302.69,14.59,8.54,31913.59,0.0,24539.7,76416.62
Oil Tanker,Trans-Pacific,6872.45,14.65,15.44,188485.72,0.2,428249.58,1333569.2
Oil Tanker,North Atlantic,8194.12,13.51,16.07,212305.88,0.0,443372.86,1380663.07
Oil Tanker,North Atlantic,3545.39,14.1,10.52,59575.41,0.6,105742.32,329281.58
General Cargo,Intra-Asia,8039.74,11.22,5.77,9851.46,0.0,50016.66,155751.87
Bulk Carrier,Indian Ocean,6460.73,14.94,9.92,49953.46,0.0,171866.94,535193.65
Container Ship,North Atlantic,5225.73,20.76,12.89,109716.23,0.2,440835.43,1372761.54
Container Ship,Trans-Pacific,2018.4,19.49,13.03,113322.81,0.4,162051.32,504627.81
General Cargo,North Atlantic,4851.0,13.55,7.26,19592.34,0.4,77862.8,242464.75
Bulk Carrier,Intra-Asia,5745.14,13.92,13.15,116341.27,0.0,233074.2,725793.06
Container Ship,Asia-Europe,4120.26,13.62,14.55,157773.71,0.0,179757.0,559763.31
Oil Tanker,North Atlantic,6272.26,12.52,14.47,155254.18,0.2,250946.12,781446.22
Oil Tanker,Indian Ocean,2528.74,13.02,13.75,133172.25,0.4,104368.39,325003.16
Container Ship,Trans-Pacific,3548.53,17.59,10.94,66947.14,0.4,163306.06,508535.06
Bulk Carrier,North Atlantic,3873.51,15.49,8.54,31942.88,0.0,82259.15,256155.0
Ro-Ro Cargo,Asia-Europe,2463.83,16.74,9.32,41429.21,0.0,79917.79,248864.01
Ro-Ro Cargo,Asia-Europe,1663.38,14.64,7.23,19312.41,0.0,24830.79,77323.08
General Cargo,Asia-Europe,10793.48,11.21,6.02,11157.57,0.8,90216.87,280935.34
Bulk Carrier,Intra-Asia,5368.62,15.68,8.77,34561.7,0.0,123188.56,383609.18
Ro-Ro Cargo,Trans-Pacific,4730.28,19.33,7.89,25110.01,0.0,146491.36,456174.09
Container Ship,Trans-Pacific,10914.19,21.83,12.16,92085.86,0.0,854928.95,2662248.76
Oil Tanker,Asia-Europe,6021.24,11.22,15.85,203695.33,0.2,232047.02,722594.42
Ro-Ro Cargo,Trans-Pacific,3550.78,19.49,9.46,43308.66,0.6,189726.58,590808.56
Oil Tanker,Intra-Asia,1004.63,11.2,14.21,146886.31,0.4,32767.28,102037.3
Container Ship,Intra-Asia,8204.47,14.28,11.14,70755.09,0.0,230793.94,718692.34
Oil Tanker,Indian Ocean,4582.44,12.94,12.99,112337.17,0.0,148905.54,463691.86
Bulk Carrier,Intra-Asia,1324.91,10.18,9.07,38155.45,0.2,14496.33,45141.59
Ro-Ro Cargo,Intra-Asia,8078.9,19.96,9.24,40435.3,0.0,366505.38,1141297.74
Oil Tanker,Asia-Europe,9985.63,13.11,16.14,215248.85,0.6,606349.47,1888172.25
Container Ship,Asia-Europe,6795.17,23.54,11.65,80922.42,0.0,567794.69,1768112.68
Bulk Carrier,Trans-Pacific,6105.88,10.95,13.21,117913.48,0.0,154789.15,482013.42
Container Ship,Indian Ocean,3659.11,17.16,10.27,55484.37,0.6,149110.62,464330.48
Ro-Ro Cargo,Trans-Pacific,3922.06,19.0,9.6,45239.28,0.4,194647.72,606133.0
General Cargo,Intra-Asia,3987.73,12.11,8.48,31204.77,0.0,62242.18,193822.15
Bulk Carrier,Asia-Europe,3329.0,15.69,10.91,66502.65,0.2,125405.75,390513.51
Ro-Ro Cargo,Trans-Pacific,2728.57,14.41,9.09,38491.73,0.0,62443.04,194447.62
Oil Tanker,North Atlantic,6867.3,13.3,10.07,52354.26,0.0,141816.65,441617.05
General Cargo,Indian Ocean,9511.21,13.97,5.79,9937.0,0.6,108792.28,338779.15
